name1,img1,name2,img2,name3,img3,name4,img4,name5,img5,name6,img6,posneg,style,model
Cotton shirts,2002c16e3b083385b5432ddee1351a0083790bfd.jpg,Combat boots,b724e6e31722b0f75ff34c7d9004ecc2ce7e1a8e.jpg,White crop top,e69e0811e6a1e4ec53866492fcc7b2373afbca47.jpg,Heel boots,bcdd17064087158715b217d0e80704b4f62d1441.jpg,High waisted skirts,f68029bd2961c69b5b93d60a3bce52deeac351d9.jpg,Knee high boots,b7fc8df85070242c93beffc51f7f9e1bb7096a40.jpg,positive,goth,LDA
3/4 sleeve blazer,a56a9748d1c63411857197e30508c6b22d8682c6.jpg,18k pendant,2492df7070ce05d1edbc4658b3f0a536ec4776a4.jpg,3/4 sleeve dress,2bd158593a9900549dfa8bd31b836912cac252f3.jpg,2 tone shoes,c976898cd2c3c017e6e587d70ffb8a2035e8c552.jpg,14k pendant,da62a0b53f0c0471481376905efee3227743c694.jpg,3/4 sleeve jacket,4e64acc87d8aa48637921642f119c09156f604f6.jpg,negative,goth,LDA
Slip on shoes,040ac24bea93598764313e2faf4b93e40a01e435.jpg,Stiletto pumps,89ec4cb40e6c25b0b3baf0f67b2a33d68eaab131.jpg,Platform shoes,7b7029ffcbff038ffdbc4eeb0489a676f938af2a.jpg,Lace top,f8e760c68f9688c626ad2753ebe79ec8b035c44c.jpg,White crop top,cc96e326df85eb5c795d1ac8e475c9cc0d73b0a9.jpg,Stilettos shoes,c2b12cbb20d1ed463d08584084100f8a6dd1b3d2.jpg,positive,glamour,LDA
Crop top,44f9356476817ae7026dd4981a270a97ad849610.jpg,Black crop top,7b8baaefa0487378f95095eebc83b9131f63806d.jpg,Slip on shoes,eb0f224008a7f81902a18d6241dac171e0556c7a.jpg,Sleeveless shirts,00e083b5ced5e4904d4ff67faaec16a1cc8df767.jpg,Stilettos shoes,e8b1e1bec0071b4e10055e686955b4edeb5ee218.jpg,Leather shoes,04823cf2993e5a5eb61b29a7d21b01361217103e.jpg,positive,glamour,LDA
High heel shoes,2f6717857ffff0b9b033bdeee021568de7be68b2.jpg,Stilettos shoes,d540f67973b584d0124072675761747b3f83081f.jpg,Sleeveless dress,60477203af07d4a83c85ff114b06953ac52fcd4a.jpg,Leather shoes,604afd09104f38724b9b361e87ca10f3f95d9400.jpg,Lace top,b9a8e4188e1e9f584985733ceb9efb5179e3dfd1.jpg,Crop top,2f57423ede23f970bf795c383534a61e2eb4902b.jpg,positive,glamour,LDA
14k pendant,c59c68e28c7af29155e9ccf916a21e02343093d9.jpg,2 tone shoes,08d6af5a95ee07d3ba8941262068a770a978202c.jpg,18k pendant,1738313a1c7a5dcb4c36f08ac703017bf947689f.jpg,3/4 sleeve blazer,04a2e6728607076255f4a3cd97c71dff3abd472f.jpg,3/4 sleeve dress,144ea63a8d2bad326471ac854ca6ab847e9bc0c3.jpg,3/4 sleeve jacket,d5e207c16fb19d18fe4be1c43fbea52b78f9b274.jpg,negative,glamour,LDA
Heeled sandals,3f2b9fca163980d4dbfb95dee43ae3e0f890546e.jpg,Skater dress,e5e1a4a1a3a2be3b74df48e3e4941d49ce119042.jpg,Stilettos shoes,b043668d0d7dee6ed8c252baa51c485a92209697.jpg,Floral crown,69fbb8ad7a843a05e8c4eb4fd7972ceec84d3bbe.jpg,Sweetheart dress,a29483d68357ada587a9111ca527976df0d27ae0.jpg,Flower headband,d0a96a0eb8f0399280e63b2087691ded4612886f.jpg,positive,wedding,LDA
Floral dress,c517f4d51924c667d2b6d82ee6e8611b1be25ac4.jpg,Flower crown,ee88611e766b66cf7c5ace00bf852bc84fcf55a2.jpg,Skater dress,06cc51820caeace2a06344a1a3664b43cd33757e.jpg,Ankle strap shoes,d3beaac8991d20e1d9fa10be4d48aa4a0bfb2350.jpg,Heeled sandals,897fba4bf73ab134f68a9ff443caaec07beb35b2.jpg,Short dresses,66cd635b9e90b021a73621a24383f4ba4ca31996.jpg,positive,wedding,LDA
Floral crown,ec21524483ca7b772895242c99055f6d37c03c28.jpg,Glitter shoes,de8ebe97e5398c8445cdfd79d991e49609ce401d.jpg,Pointed toe pumps,061c390e3d8c8ac940f75bbcd66cfff205727fc3.jpg,Platform shoes,46cc8432db5b6715b9797943d1897a765b4ae314.jpg,Suede shoes,2fbefd317528c4faa45cdb11a6d6c38228f06959.jpg,High heel shoes,3f0f7816c30b172fb7ee1b38717a7daaf70b2199.jpg,positive,wedding,LDA
3/4 sleeve blazer,2c18813eccf43069ecb1cfb76640e3e2e2a45597.jpg,14k pendant,987e4a2cac3fe2795cf69de6e727a1883df7510e.jpg,3/4 sleeve jacket,bafafa19cd1948bf0acaa01c4f8cf45d3c9d34d2.jpg,18k pendant,12bc26b5a3ad904a2bcfd99515466be2b1db8843.jpg,2 tone shoes,d6b144cfd7d0f4ca8ca61a05cc139657dde98841.jpg,3/4 sleeve dress,2cc032feffaba67be1f4d45a11d073da9746b0af.jpg,negative,wedding,LDA
Greek sandals,f0e948fc2a2ca50ed76e82b99b284e10dcdd4f7a.jpg,Flower headband,be48f17d697e82fd66d0ddcab9d4a81d341b3838.jpg,Flat shoes,5a3b9bd0d61d70f182bf8651c6c50a95b6cff1a6.jpg,Rose hair accessories,62bfe68432e1199d3feea411daf062cb7c75f766.jpg,Short shorts,316114f29806ec69c06bcfecf4e1a379211ccd08.jpg,Pleated skirt,78300b80c1bf23db829d8714d2c0b79721251677.jpg,positive,coachella,LDA
Flower headband,4e71872563684f508d02b2e21068f6a9944ce6c0.jpg,Rose hair accessories,716a2c27cabd91efd60a9dbc3789c7371e38f8bd.jpg,Fringe purse,003fd51a8740dbe673fcd4d733cf5686ac1af01d.jpg,Strappy sandals,a58b743d6a65901afbd11c757ca654bc907ae5b2.jpg,Floral crown,3d2e7e122bc38e1e860a847790158e9c4b318995.jpg,Flat shoes,26660d9fd25f4cd3732a38c28212159378c20a92.jpg,positive,coachella,LDA
White crop top,05b2be2d90216951c88c829514506c7686d1dffc.jpg,Floor length skirt,aa7baef05dcffefc546c83d19fe2b40aed40d2f8.jpg,Floral headband,c597c6c3e0e1938394cd3bfd31c8b05c8ba307d3.jpg,Floral crown,8edff371d769e3c51533530c841c3308c17f83fa.jpg,Flat shoes,50b9d8805928ffa02a4ee76e9a0bd357fd4d8286.jpg,Flower headband,70ceb7432bbbf0d2df621b0d8675b3586be77c3e.jpg,positive,coachella,LDA
2 tone shoes,e377157ebf7790e01b6ce7c7891eb2c33a6262f0.jpg,3/4 sleeve blazer,b117b58ae7d6be295767bec7d8371d933035f164.jpg,18k pendant,9d71b575bb1ccb8508861d2400e920af5e7cdeab.jpg,3/4 sleeve dress,14c2e2317c30d9d68ea08a23ab066c25ce9c0bfe.jpg,14k pendant,6e21fdcba5cef6037369b015f68c6c59dc7767b5.jpg,3/4 sleeve jacket,671395db71943f52b77e35352a7d7faa01057034.jpg,negative,coachella,LDA
Black shoes,c307e20caa8553580d18c6c3f7744b43b1f0e6a3.jpg,Waffle shoes,c76d31c91e52b91a03be81e6dfc2fb61c1c86ada.jpg,Rubber sole shoes,71793e19a6075007a98ab7649c3d8092e261dd37.jpg,Sports shoes,e2baafe8696c5df1d7c449c8b037097208b11253.jpg,Round toe sneakers,5887e1938df1adea9e23d84f0feb0f30e20e12b6.jpg,Cotton shirts,2bd19e8a68e985be59b2d108f230db864253414a.jpg,positive,activewear,LDA
Lightweight sneakers,e4288219a5de09f2c8ae9fd970bb225919aa4fe6.jpg,Flat shoes,e254514a8d8e328b9cd2ec7a0df61dc14c25ea4a.jpg,Lacing sneakers,72deb15cc013704b7da0d7f55f0d440465138623.jpg,Hi tops,ba3e6736a346a34e6ebc2fb4a66ac2191fa48992.jpg,Rubber sole shoes,69ab2818db4a2c9879e3aa8dc1e5f3f49f581cf3.jpg,White crop top,e0917fed04dece845afe3a350ffa0f21551868d8.jpg,positive,activewear,LDA
White shoes,a84cded62602190be705cd2abcaf003bd1e1baf9.jpg,White crop top,1408cbdb4f9f70fa7435651de2da5f8772548e2c.jpg,Round toe sneakers,c2ec30ebe9ffc150611df5b2ee031726186491cb.jpg,Lightweight sneakers,4a568eeb1a1aba2197e6ce3f1f71533698f339f1.jpg,Lace up shoes,70c23dfe22cc6dce56380e42afeab7a18c0b23c0.jpg,Black shoes,e43c7d8b0473b71895d9d3e721bea21cc1534cb0.jpg,positive,activewear,LDA
14k pendant,8772cd4ccdd7079a8a676135d0e782df32a9d6f1.jpg,2 tone shoes,045f6f4a38e3e84b238cc4f03d4458eaef384786.jpg,3/4 sleeve blazer,2f56626e4eca39dd29fc9caab0ba0c2e3b4faeed.jpg,18k pendant,05c81476aafac1369f45c52179b85509c94acc45.jpg,3/4 sleeve dress,298ac955aa0366b8b874c06035104391d3f8fa20.jpg,3/4 sleeve jacket,53828aa41246a997755653f543f6378b6dae6067.jpg,negative,activewear,LDA
Jean shorts,b8851dcde994ac1c1869116e276e63d226adcd7d.jpg,Leather purse,cbdb290f184f8c768df1dcb15da054d72f679e9e.jpg,Strappy sandals,f35209392e379a75681d0a52de79e682b7f53e9d.jpg,Short dresses,b61d5b0aa2d812e3ce36d21a48ea3689096b09ce.jpg,Flared skirt,b5dc25fe172f26306ed21d28ea32ff379a9dd91a.jpg,Leather shoes,504db5cd2cd26f19c9043566261d7b671db423a7.jpg,positive,date,LDA
Leather shoes,2c1a0759ff91ed20670364219f89d261954aae51.jpg,Short shorts,d87e87dddcfd15de45e37cd3bf22e3deb72e1d60.jpg,Strappy sandals,da4f060620b8fefdf7c4d3a723fecfe41a3a3a99.jpg,Black crop top,8caa2797a073afe0b7cda6beab95cebc8c7d07c4.jpg,Sleeveless dress,13b23da81be7fb00032b3610c1f0e71705503f81.jpg,Ankle boots,2f74d109651b8550ab3f6fa8e6f04c42a30c6c3b.jpg,positive,date,LDA
Lacing sneakers,efbfc10ca51c3663b23f347f6bbdd02f07b04eee.jpg,Heeled sandals,de87475d4e4386eddc00515fd0a9ec121c349e10.jpg,Short boots,32a2c0add18ba0cb817f271bfa3684671941b34a.jpg,Flared skirt,383481b5ba6d1734c6b1c61a616c63d206030fe0.jpg,Skinny jeans,beb7976a12f364e2adbced6138062186c067c88f.jpg,Sleeveless dress,e681875773c35ee84246d2b25d7d830b4b68376c.jpg,positive,date,LDA
14k pendant,da62a0b53f0c0471481376905efee3227743c694.jpg,3/4 sleeve dress,bc37533d2c9d7247500d4e59fc1b4621af48b17f.jpg,3/4 sleeve jacket,13c669be4fb3bbb11d27459b38e7818e47857d74.jpg,18k pendant,ceb221e7f2f37eb6a0532da0a56a8893fb73b26d.jpg,2 tone shoes,136be1423715dcb68834138f6f5614f67e71b25a.jpg,3/4 sleeve blazer,8a0078f4afce9c12177b6fc3786e7c4ae729e4b0.jpg,negative,date,LDA
Black bikini,aeb85dbd658fe40fa22e301f71139cca84876b50.jpg,Bikini swimsuit,eefaa33fa44432c6dc61f4497ec84fe1362c8af8.jpg,Straw hat,3d655fcfd1ea665a254b95c495913558a3fb8e31.jpg,Leather shoes,e51bb39b9e873dfaaeeecbcb69f19dc78f9ae118.jpg,Ankle strap shoes,448c34c42d9237965887b1706e4c957ebeb81f3a.jpg,White hat,0b031b1ca279be126af954e1a30ee4556772315e.jpg,positive,beach,LDA
Triangle bathing suits,2dfa57cd08ece2af82d2712cd2e8df9ede3e1607.jpg,Leather shoes,955431b22060e613251df24c7cde1a737f11f4ac.jpg,Bandeau bikini,c9e1484b53b876734a9597e57a2ad1da28d0a883.jpg,Panama hat,20fc3ac0c27ee5429d8c1e3cae12fd882562d168.jpg,Floppy hat,4a9c71493e65ab49a36f0136071f65944b087246.jpg,Strappy sandals,d3bde021d6717ecac2d3155a799d7e45ee92c924.jpg,positive,beach,LDA
Oversized hat,3eff24922ba8451c8460e0ccb19348b1b4fe78bc.jpg,Black hat,a398b5fc1073101177a6f6403c38438b8ab3f2a9.jpg,Beach hat,2deea849457a4e3a589e7cd087583ffd10d68190.jpg,White hat,6de3312d1b14cd561d391c32b701fd7588039960.jpg,Crown hat,93211f2e216c11ddcc1694350bcf480e5c3c1cb0.jpg,Straw hat,2a55376584bfb863ec0a7031ede89c89839377b3.jpg,positive,beach,LDA
3/4 sleeve dress,955f6f6eba12d8956bdb26b10fdd736575820c20.jpg,3/4 sleeve blazer,b42648d24acc0ab3ad1a5d417c640eb0d2a02f9c.jpg,3/4 sleeve jacket,005085897754e27d5b2672a034925851c7a84d82.jpg,2 tone shoes,fd74962b4c425acbe7645897b46cbb6ad2459a8f.jpg,14k pendant,70eb10ab9e1d4e6da7dbf42a37dc266dad2879f9.jpg,18k pendant,e95968614f8a1f3a4c56510d4bd01c8e7728faf1.jpg,negative,beach,LDA
Beanie hats,60c68dd57cd5e888f1bf87e09ad2efd03be96694.jpg,High waisted skirts,43d46f863f5bbf6c97e7ba2c4703d48ac56e1dd0.jpg,Crop top,b71b819d89a8fa073793fba75a465e5627d77c18.jpg,Embroidered hats,294f9c1dba18d4ecbd1eaed308c8a21d51956db7.jpg,Slouchy beanie,ef51039a45566f8fd57366cbc0fda7fe42ce8eec.jpg,Short sleeve shirts,9978605ff78bbd4fe8721036ef93ff6a88be3166.jpg,positive,emo,LDA
Destroyed jeans,6d5de6f33805b2d6105883664492b3eee6e18bf1.jpg,Black hat,b732a6564f60530c40434384c3f47a86a3c7d723.jpg,Flared skirt,d8f5969991ad4787f8684991c477aefeadb12339.jpg,Circle skirt,383481b5ba6d1734c6b1c61a616c63d206030fe0.jpg,Black crop top,e8a31674c3707112e9828e598ac42e0502010bc7.jpg,Skinny jeans,c2d53676b96f7b956dc7bcbc648a456969f9a7b1.jpg,positive,emo,LDA
Short sleeve shirts,cef0395fede271ec0d93951da30932d8679ecb0d.jpg,High top shoes,07fe6bad5c730d2145deb3447e7209d19b801d70.jpg,Pleated skirt,f2db8c703129ba85493ec67f5603d16ba5e453ae.jpg,Flat shoes,bc4f576f4b841aeef14fabf98b2242cae1d674ae.jpg,Short skirts,78deaaf7226939c16797f321e179a809ab18fd9f.jpg,Print shirts,d73415058bd0d04306faf1d26c3680f7d3fdb8c6.jpg,positive,emo,LDA
3/4 sleeve dress,80d84f39ce98585106604c65308d3908d3889dad.jpg,2 tone shoes,2ebd32016df51c8b6ec7a396c71290e22d0c66a2.jpg,3/4 sleeve jacket,e2be86ce7a15e6f0b26960272567c35e42aa8d23.jpg,14k pendant,dea743ff31316f9e977ea77e9e4d34981b82aa3d.jpg,18k pendant,d07bd842c9471298e9e046fa45ecc9ad8d264fc0.jpg,3/4 sleeve blazer,34c8b8c2373069f475c81973aef02cdf4ae4262b.jpg,negative,emo,LDA
Skinny jeans,bba1bb166041ff8eeea303fc0298fa641468e05a.jpg,Short shorts,a09e334ba3eda2559e4988a78697264b4c98d2f7.jpg,Sleeveless shirts,ff516dfd985f6b5f3c7e6ad0698ee7ed207de60d.jpg,Black shoes,f31fd92c019e89673425510b242bf3d24ffbe75f.jpg,Lace up boots,75c4458554f61fc91a2644d9a708ff3e423b6e3e.jpg,Jean shorts,3147ccdae9b5ebed1d40428c9622232745ce6fab.jpg,positive,casual,LDA
Lacing sneakers,a7a2381d6a76ff50ded9d6a50e5284349e123012.jpg,White crop top,27f329b2d25556d10d01c851d03a9f9c90d4bd11.jpg,Zipper jeans,8c40ee4260f89970de10cec588772d3eb2a57243.jpg,Flat shoes,193b6e1c2bb418493874490368e0f99fae7895a8.jpg,Distressed jeans,0a2018489887160b9985dac005c6bec6b1bb4554.jpg,Leather shoes,65baa048cf1e1165a6e6c499c1cf8947bc830345.jpg,positive,casual,LDA
Cotton shirts,6959d97e07e843b4fce8978365ee577d0021669e.jpg,Stretch jeans,f096b30bb85e7bb6e08a1cd4510a2af7b3eb30eb.jpg,Leather shoes,85cde1fdb616c6a92473e9279021809652746633.jpg,High top shoes,3b78dab50573b77205b715ac16054f195e5e4123.jpg,Short shorts,52df047dcc203ac30fb844425e52fb1890f097f8.jpg,White crop top,2caff5bac05c575ec47f323eb512ebe3c6d1346a.jpg,positive,casual,LDA
18k pendant,5bd0b2874e093fd733030578d77caa9d80b376e2.jpg,3/4 sleeve dress,1ed27922163a80c5e5267b176e684d30943a48be.jpg,3/4 sleeve jacket,96da65fb3122ab259a1e82d5461325293fa158a6.jpg,2 tone shoes,3405578d41451987da3ec60a5b84f29f35533708.jpg,3/4 sleeve blazer,408a712cc636c7946a5ef27245b11d9e00304bbf.jpg,14k pendant,49aa2ab83c7a9536caa990fbdcc4a8e70653c917.jpg,negative,casual,LDA
Bikini swimsuit,759cdf52453f9b1671ed3d9203bbf507f659696f.jpg,Halter top,5b680370585bbe6e425af9efc25c0ca23025775f.jpg,Slip on shoes,0c4a42e083005193e85c198c4fde8cee61a047dd.jpg,Beach hat,3cdf6b4a1436d9ca98717c08f21e0f03b5a76189.jpg,Platform shoes,a2637b4327657a314472f21065f8a555a76f2a12.jpg,Ankle strap shoes,040de34793c12529e0873d8f1cd55aaad624948e.jpg,positive,party,LDA
Halter top,70b71df87694b23051b7f6d532e5ce928bea6f72.jpg,High heel shoes,8245adcb9a9049231c1cfa6a6993eab8204ab5e5.jpg,Pointed toe pumps,e976c8d8fe79a8955f15d8f7873e16aacf3ee12d.jpg,Sun hat,92eab132e77b6a495024b9382db4669e7a546cf9.jpg,Band hats,ae00b42c7394029eb79d7c5783447c0a2dc04d4e.jpg,Crown hat,ed19d6d2c4e9c000ae9d49e543111bd0f7c9c069.jpg,positive,party,LDA
High heel shoes,f523031c1c9c7a9a2a602f991652546fc010818c.jpg,Black hat,498c2de4befaac3a91bc330b221e489eed788b10.jpg,Ankle strap shoes,195c56b80c67dcd09c143470781dd2f6a88aca0b.jpg,Halter top,98f4c01dfd0aa8737f347d51f0530481e1b03a37.jpg,Straw hat,ccf9fbc5b90efa3036329cdcb67c4c2c2ec3c351.jpg,Slip on shoes,2872580a3f7a9e5410d265d2ac7bace8275a48c2.jpg,positive,party,LDA
3/4 sleeve dress,69b784e41925bee8ef8e8b996961003fdc73f422.jpg,2 tone shoes,134c8b6727ac47eae0360d0e3863085fcd3bdf16.jpg,3/4 sleeve blazer,8a32fdcc566552d71992bb05a0e97d052842d073.jpg,3/4 sleeve jacket,3030073cefe977bb68834c9cc4066ea1f72883c1.jpg,14k pendant,c8f1dff3e8b70279ac28c7f48053c1088902d5d2.jpg,18k pendant,afac10a51790079c3d40eb6ea4161671282a6691.jpg,negative,party,LDA
Beaded dress,a31d33d693a6ef7b1e435be1bb824ddd104aca21.jpg,A line dress,dc796b55d26f7aed436c88bfeef1ce1fb66f96f1.jpg,Sequin dress,10bac77eb44f0b9293d87ee576b9e16c1991a075.jpg,Lace dress,afe64cb9d370b17f33eeab4802dad19da5b5fc15.jpg,Short dresses,555667c14f8c0c63cb4d81bf50293b5ac2724456.jpg,Long dresses,2161c32b770e6c2efd9aa5ad0b9554540100572f.jpg,positive,prom,LDA
Platform shoes,9f536a1f331f1cde17a2f7d0521cbe6ca44cf108.jpg,Glitter shoes,cd43efb919b3879bc0fe1020b149ea7d065b9141.jpg,Sleeveless dress,10f6204e0f10a6dc835d1271bcfe957cd18a3fec.jpg,High low dresses,295343a1d4105b6b82d671a8bad6e0e712765278.jpg,Sweetheart dress,2bb15a71f325a0879b1e8e80e1461ae53f391b08.jpg,A line dress,7ec16c7b19387e57594efa0faf82f3b2930fcde5.jpg,positive,prom,LDA
Heeled sandals,7ed719d36cc5f2e82bf4a6e40c2c1d4eef2bc587.jpg,Skater dress,29e16a113870f85ac2b8b1f4db478ad1348b77bb.jpg,Glitter shoes,4fd78076cc4bb36634e92c9201e137c0bf8c15d8.jpg,Sleeveless dress,c902b9cae4116cde42a1f2cdea118dea23c4c80b.jpg,Hi low dress,5a29e2ad4dd5e0a6ffa8a0ead47d2f14970f297a.jpg,Pointed toe pumps,41d8b2b536dbb1dae75c1ac62d779b9776befcf4.jpg,positive,prom,LDA
3/4 sleeve jacket,8a00228892e5699a93faa510d4ac3b97cd706592.jpg,3/4 sleeve dress,040bd55e181eeb9b9dea2f294ff4aedbd512884c.jpg,18k pendant,d7309738d50655c0ceb068f00d894e066108c156.jpg,3/4 sleeve blazer,0540a19aeacefd38aefc38ecda77ef5abda35a6f.jpg,2 tone shoes,7a5f44ad5ce68f362a1ec054d1a880a3aa93cf6f.jpg,14k pendant,21d45a6f8be05ea67aacf0c34ee91441847837bd.jpg,negative,prom,LDA
Boyfriend tee,19e0c1a2f5c3430ed953f1506da7898603ed25e9.jpg,Long tops,b709e7f423c1d6daa6ecfe2173162cad174ebeac.jpg,Graphic t shirts,9608191cf64d2a44cd724a9b5d8edffe39014594.jpg,Graphic sweatshirts,2bfa169fbac74ebcfcd7f249822c6fd777d24583.jpg,Beanie hats,6b95c0c2e5dd4b7abac4618bc58e9cc84d070a89.jpg,Black hat,90c18a3bb06d99cf2fcc256e3bcf806eae42f166.jpg,positive,birthday,LDA
Long tops,a8e484a3cdee4e99edcfb643abe8d2864b0c73d5.jpg,Graphic t shirts,5c3a040f1c2f2ae8f03b579b4e5a60cb06d5d6c4.jpg,Long dresses,14cdeb6894852e5d2236108c4f18b7219e409710.jpg,Stone jewellery,b58e65b088e7cd83c07b1543fe96ef394bb91e19.jpg,Graphic sweatshirts,b4f506679d7d317420ff8c2aa75ea1021c28749c.jpg,Checkered shoes,03d2729778112e9196c65bb74b17277181a5e7e4.jpg,positive,birthday,LDA
Racerback cami,c5f4bdfabacb73aa17b7cd03ab221ee622519633.jpg,Graphic t shirts,18410f018aa15378fd3cc0af4c050e67c29aaf20.jpg,Heart tops,528d8a32f3301368052c850bf49244de68d05158.jpg,Graphic sweatshirts,73862051214590b8496d3ab3769bb2164a182d28.jpg,Hooded cape,d15fc135934c8e0684e57876b7910ab970f509ff.jpg,Checkered shoes,1f01f4aa6d3b764e862ba0a0a944b619b33aba44.jpg,positive,birthday,LDA
2 tone shoes,c976898cd2c3c017e6e587d70ffb8a2035e8c552.jpg,14k pendant,d13d17fa674eb47a663177022bf98825bb1abe28.jpg,3/4 sleeve blazer,646ea13bca687b26130d579d620929ceaaedb54c.jpg,18k pendant,2d99627facfcec7c278bf2146d0292bcad38d9b1.jpg,3/4 sleeve jacket,fecbe2c51608c8f86543e1619a20c3c5d6ad853c.jpg,3/4 sleeve dress,1ed6d0e0d076da2f071b1c78c3e3a6f5b3ed345e.jpg,negative,birthday,LDA
Beanie hats,fe80a9f272ee9dff44cfbc2b8d32383b0cdfa4c3.jpg,Combat boots,737e1eb5f877446e883fac7eb9dbc60477424d5a.jpg,Crossbody handbags,e78fa6dc3f5243aabe7d9b0b2082a2e6eebde275.jpg,Black purse,6c80a956fa9da1c7d7c8a4d9f9cc655bba58d28c.jpg,Leather purse,305ea5711c8a7f7011a28e1ce3f016207037ae1c.jpg,Pleated skirt,2a68a539953331ad8b80d78fd6aadc269fa4bbb1.jpg,positive,rain,LDA
Lace up boots,97eb68917c3efbc43d444b498f3d0eee7de576a4.jpg,Pleated skirt,dce752b8e476ba7627d55e04d667d9442e7f1120.jpg,Heeled sandals,ec8850b7e9e2a76ce4b7c9ac15bf2a16ee05d0b6.jpg,Army boots,9a5b6c2e5144b592be2cac234f36d75458efac0e.jpg,Pullover sweater,cf072c742b9122c3355a94b47e4a2b62ea10e495.jpg,Crossbody handbags,fc61343812f1702fbcea921c54f85a1637c086cf.jpg,positive,rain,LDA
Crop top,66f0582f02a9328aa5ac5fa94d65b54afcdf7834.jpg,Leather boots,09f33a3c2b1391c64d0093ed4e431e70df7175ce.jpg,Heeled sandals,43188ad5084b48d531805629460d608ac1882e31.jpg,Black hat,296cbffa06a035057555bf6080aeee7b7019eaff.jpg,Sleeveless dress,d07472d0ad46eb9a87b0e3dd9899531568cf96f0.jpg,Beanie hats,2502ddfc6de1c9e3c1ff935e713fe88e11867b78.jpg,positive,rain,LDA
3/4 sleeve blazer,2c18813eccf43069ecb1cfb76640e3e2e2a45597.jpg,14k pendant,a8e3de75d68d152964016a4b348483eeb965d718.jpg,3/4 sleeve dress,a369e3fa6167cc0f01a89f95956812475e9ad302.jpg,18k pendant,148a02fb9209d36c958a67180c0cdf4b09908218.jpg,3/4 sleeve jacket,53828aa41246a997755653f543f6378b6dae6067.jpg,2 tone shoes,74eb81fbcc8ae5c69f6b285654898131212259ac.jpg,negative,rain,LDA
Leather skirt,0e13820f82d73bacc3de099afe7bd705c18756a0.jpg,Leather jacket,5b112fd3090be5b3fb73513bbf4f2824259713ba.jpg,Leather motorcycle jacket,8d7931758a9ec6bfc2a1c00463ffdfcdda56b223.jpg,Cropped jacket,a4a2f4e052b8731ac23fb5727de7e7028b09e749.jpg,Midi skirt,ff58938082cdc3a91cbb1a93fc58f3b1aa6e4997.jpg,Short skirts,604d17835612df1bd9cbf89bd83e06abfc69bbc2.jpg,positive,streetstyle,LDA
Leather shoes,31de246ef4d2c9166efb58fa4ff6bb0f7ffa5a5c.jpg,Cropped jacket,0babaacde9e6d10c1a3642413bcc154aaf190a54.jpg,Mid calf skirt,f59034ba04b9741dae13be7c3bfd7bf9e2f37f86.jpg,Black purse,f9e590436df681aab970d21f21c948aba637b2d2.jpg,Midi skirt,d55cc59dae2386b9e1ac86c18bc6b19f660517ae.jpg,Plaid skirt,d70bbc6c8fa1ae53fe1a00f9dd594d7d1605ea32.jpg,positive,streetstyle,LDA
Short skirts,c4dd18c16a203b641002de2128c43a69e6a08430.jpg,Pocket jacket,08d422fef9ada71b50ebb9604315c6f4f4b6881b.jpg,Long coat,d8168c42756ba0aae5a93335fdbe9ba7f3bc010b.jpg,Zip jacket,c7e555af3a8cfb186c46e7fd0c28ea2fc14fb98a.jpg,Double breasted coat,1182452cd2aab233b947bc429817f4c7d7cb04df.jpg,Wool coat,a454286539532e18388b47124d64b93c7b147409.jpg,positive,streetstyle,LDA
3/4 sleeve blazer,d9aaebb24a5bfe91ed3e60271ff4d5494c2885be.jpg,3/4 sleeve jacket,f6e226cde8c6aef2836a7a94802c6122d74a5086.jpg,14k pendant,52132787621dbb619444f89b06e86fd7542e395b.jpg,2 tone shoes,3405578d41451987da3ec60a5b84f29f35533708.jpg,3/4 sleeve dress,61e5bf461c147114ab80510557eae5bd828f8b8b.jpg,18k pendant,b075efb4e4ecb2c61d57c0dee9a35c9866f41726.jpg,negative,streetstyle,LDA
Black shoes,2acfb9f0fd47c0c94e4fe8e90db3bb5e13929ab8.jpg,Short sleeve shirts,65ec09d5f2d6ce8b1d3dfb6a4ab15613724c7909.jpg,Flat shoes,b95c5bb7a8b427794fdcc6a37875bc6fd0b4120d.jpg,Black hat,076de897743727c67e5bdb734e42d5a662c055bf.jpg,Low tops,b8754577e3799ab70f777fb9df6bf419f6826c72.jpg,Star sneakers,eb265911a0faf42f1a711af009afae488206fb3f.jpg,positive,lazy,LDA
Short sleeve shirts,586ea74dbe35d042e7568f792396165196c4fd14.jpg,White shoes,bcfbc2d13b998ecbd0949397ffc1dc39aa9d87b1.jpg,Jean shorts,63172994841dfacdd3a9a2182b4e318020e4f25e.jpg,Black shoes,b85d5b03589f04f92e100f5aa8f2a75d5856e05e.jpg,Black hat,c1a7017688be18a5cee2727dcf7afb20fde2e437.jpg,Print shirts,2a49004fa671ca936329adb2bf3e91e988cafeae.jpg,positive,lazy,LDA
Long sleeve sweaters,1bad465e559179417f41f3151c4b73fa8396dd0c.jpg,Short sleeve shirts,20eed686de12ef6c4cb4d4e6f8873bcc87bb6ec1.jpg,Star sneakers,cc4bf479c50d8ea6b64ceefa8ae8c7b5dbb2befe.jpg,Short shorts,63ef05013bdc3631e0dd5fea87f68d2978ce8733.jpg,Round toe sneakers,401f3eb15a45c4335f72f9b29f2e7b6055edf563.jpg,Flat shoes,17e87fa633bf58e5f5afa95fe01379193dc5b4dd.jpg,positive,lazy,LDA
